TWA/TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;80
38;0;0,477;0,955;1,432;1,91;2,388;2,865;3,343;3,821;4,293;4,766;5,238;5,711;6,184;6,436;6,689;6,941;7,194;7,447;7,526;7,606;7,685;7,765;7,845;7,699;7,553;7,407;7,261;7,116;6,955;6,794;6,633;6,473;6,312;6,151;5,991;5,885;5,78;5,675;5,57;5,465;3,279
39;0;0,537;1,075;1,612;2,15;2,687;3,225;3,762;4,3;4,831;5,363;5,894;6,426;6,958;7,242;7,526;7,81;8,094;8,379;8,468;8,558;8,647;8,737;8,827;8,663;8,499;8,335;8,171;8,007;7,826;7,645;7,464;7,283;7,102;6,921;6,74;6,622;6,504;6,386;6,268;6,15;3,69
40;0;0,597;1,194;1,792;2,389;2,986;3,584;4,181;4,779;5,369;5,96;6,55;7,141;7,732;8,047;8,363;8,679;8,995;9,311;9,41;9,51;9,609;9,709;9,809;9,626;9,444;9,261;9,079;8,897;8,695;8,494;8,293;8,092;7,891;7,69;7,489;7,358;7,227;7,096;6,965;6,835;4,101
41;0;0,657;1,314;1,971;2,628;3,285;3,942;4,599;5,256;5,905;6,555;7,205;7,855;8,505;8,852;9,199;9,546;9,893;10,241;10,35;10,459;10,569;10,678;10,788;10,587;10,387;10,187;9,987;9,787;9,565;9,344;9,123;8,901;8,68;8,459;8,238;8,093;7,948;7,804;7,659;7,515;4,509
42;0;0,716;1,433;2,15;2,867;3,583;4,3;5,017;5,734;6,443;7,152;7,861;8,57;9,279;9,657;10,035;10,414;10,792;11,171;11,29;11,409;11,528;11,647;11,767;11,549;11,331;11,113;10,895;10,678;10,436;10,194;9,953;9,711;9,47;9,228;8,987;8,828;8,67;8,511;8,353;8,195;4,917
43;0;0,776;1,553;2,329;3,106;3,882;4,659;5,435;6,212;6,98;7,748;8,516;9,284;10,052;10,461;10,871;11,281;11,691;12,101;12,23;12,359;12,488;12,617;12,746;12,51;12,275;12,039;11,804;11,569;11,307;11,045;10,783;10,521;10,259;9,997;9,736;9,563;9,391;9,219;9,047;8,875;5,325
44;0;0,836;1,672;2,508;3,344;4,18;5,016;5,852;6,689;7,516;8,343;9,171;9,998;10,826;11,267;11,708;12,149;12,59;13,031;13,169;13,308;13,447;13,586;13,725;13,471;13,218;12,965;12,712;12,459;12,177;11,895;11,613;11,331;11,049;10,767;10,485;10,299;10,113;9,927;9,741;9,556;5,7336
45;0;0,895;1,791;2,687;3,583;4,479;5,375;6,271;7,167;8,053;8,94;9,826;10,713;11,6;12,072;12,544;13,016;13,488;13,961;14,109;14,258;14,406;14,555;14,704;14,433;14,162;13,891;13,62;13,35;13,047;12,745;12,443;12,14;11,838;11,536;11,234;11,034;10,834;10,635;10,435;10,236;6,1416
46;0;0,955;1,911;2,867;3,823;4,778;5,734;6,69;7,646;8,591;9,536;10,482;11,427;12,373;12,876;13,38;13,883;14,387;14,891;15,049;15,208;15,366;15,525;15,684;15,391;15,099;14,807;14,515;14,223;13,897;13,572;13,247;12,921;12,596;12,271;11,946;11,74;11,535;11,33;11,125;10,92;6,552
47;0;1,015;2,031;3,046;4,062;5,078;6,093;7,109;8,125;9,129;10,133;11,138;12,142;13,147;13,681;14,216;14,75;15,285;15,82;15,988;16,157;16,326;16,495;16,664;16,35;16,037;15,723;15,41;15,097;14,748;14,4;14,052;13,703;13,355;13,007;12,659;12,448;12,237;12,026;11,815;11,605;6,963
